question,option1,option2,option3,option4,answer,audioFileName,startTime,endTime,imageName,scriptKey,script_ko,script_en,script_zh_hans,script_zh_hant,script_ja,script_fr,script_id,script_es,script_th,script_vi
1ばん,アウ,アエ,イウ,イエ,アエ,n3q1.mp3,,,audioimage0,,,"First, my wife and husband were talking on the phone.   My husband is going to do it now What are you going to do?    F: Hello, I just finished my errand I came to the station to go home, but the train was not moving.   M: Oh, really?   F: Yeah. I'm going home a little bit I think the time will be late. It's getting dark, and the laundry is getting dark Can you get out of the way?   M: All right.   F: And soon The baggage is to be delivered, so take it.   M: Oh, that just arrived. Dinner What should I do? Let's make it.   F: Thank you. That's all right. What is it I'll buy what I can eat right away and go home. Would you rather stay in the garden with water? I'm sorry to ask you so much.   M: All right.    My husband is going to do it now What are you going to do?",,,１番   電話（でんわ）で 妻（つま）と 夫（おっと）が 話（はな）しています。   夫（おっと）は これから 何（なに）を しますか。    Ｆ：もしもし、今（いま）、用事（ようじ）が 終（お）わったから 帰（かえ）ろうと 思（おも）って 駅（えき）に 来（き）たんだけど、電車（でんしゃ）が 動（うご）いてなくって。   Ｍ：えっ、本当（ほんとう）？   Ｆ：うん。少（すこ）し 帰（かえ）る 時間（じかん）が 遅（おそ）くなっちゃうと 思（おも）う。そろそろ 暗（くら）くなるし、洗濯物（せんたくもの） 取（と）り込（こ）んどいてくれる？   Ｍ：分（わ）かった。   Ｆ：それから、もうすぐ 荷物（にもつ）が 届（とど）くことに なってるから、受（う）け取（と）っといて。   Ｍ：ああ、それ さっき 届（とど）いたよ。晩（ばん）ご飯（はん） どうする？ 作（つく）っておこうか。   Ｆ：ありがとう。それは 大丈夫（だいじょうぶ）。何（なに）か すぐ 食（た）べられるもの 買（か）って 帰（かえ）るから。それより、庭（にわ）の 花（はな）に 水（みず）やっといてもらえない？ いろいろ 頼（たの）んで 悪（わる）いんだけど。   Ｍ：分（わ）かった。    夫（おっと）は これから 何（なに）を しますか。  ,,,,,
2ばん,水曜日,木曜日,金曜日,土曜日,金曜日,n3q2.mp3,,,,,,"Number two: A woman and a clerk were talking at the cleaners.   When will a woman wear a dress Would you like to come and get it?    F: Excuse me, this dress, please. When can I do it?   M: Well, today It's Wednesday, isn't it? I can give it to you on Saturday.   F: Really? There was a wedding on that day, and I'd like to come and get it by the day before.   M: 500 yen if you are in a hurry It will be expensive, but I have taken care of it."" I can do it the next day There is also a course, so could you choose that one?   F: All right.   M: Oh, I'm sorry. Tomorrow is a regular holiday.   F: Well, the next day.   M: Yes, thank you Thank you.    When will a woman wear a dress Would you like to come and get it?",,,２番   クリーニング屋（や）で 女（おんな）の人（ひと）と 店員（てんいん）が 話（はな）しています。   女（おんな）の人（ひと）は ワンピースを いつ 取（と）りに 来（き）ますか。    Ｆ：すみません、この ワンピース お願（ねが）いします。いつ できますか。   Ｍ：ええと、今日（きょう）は 水曜日（すいようび）ですね。土曜日（どようび）に お渡（わた）しできます。   Ｆ：そうですか。その日（ひ）に 結婚式（けっこんしき）が あるんで、その 前日（ぜんじつ）までには 取（と）りに 来（き）たいんですが。   Ｍ：急（いそ）ぐようでしたら、500円（えん） 高（たか）くなってしまいますが、預（あず）かった 翌日（よくじつ）に できる コースも ありますので、そちらに していただけないでしょうか。   Ｆ：分（わ）かりました。   Ｍ：あ、申（もう）し訳（わけ）ありません。明日（あした）は 定休日（ていきゅうび）なので。   Ｆ：じゃ、その 次（つぎ）の日（ひ）ですね。   Ｍ：はい、よろしく お願（ねが）いします。    女（おんな）の人（ひと）は ワンピースを いつ 取（と）りに 来（き）ますか。  ,,,,,
3ばん,さんかしゃを かくにんする,店に電話する,メールをかくにんする,ないようを決める,さんかしゃを かくにんする,n3q3.mp3,,,,,,,,,３番   会社（かいしゃ）で 男（おとこ）の人（ひと）と 女（おんな）の人（ひと）が 歓迎会（かんげいかい）について 話（はな）しています。   女（おんな）の人（ひと）は このあと まず 何（なに）を しますか。    Ｍ：再来週（さらいしゅう）の 新入社員（しんにゅうしゃいん）の 歓迎会（かんげいかい）、僕（ぼく）が 準備（じゅんび）することに なってたでしょう。ちょっと 手伝（てつだ）ってほしいんだけど。   Ｆ：うん、いいよ。   Ｍ：営業課（えいぎょうか）全員（ぜんいん）に 出（で）られるかどうかを 聞（き）いてくれる？ もう 店（みせ）は 決（き）まってて、大体（だいたい）の 人数（にんずう）は 伝（つた）えてあるんだけど、そろそろ 最終的（さいしゅうてき）な 人数（にんずう）を お店（みせ）に 連絡（れんらく）しなきゃならないんだ。   Ｆ：分（わ）かった。   Ｍ：全員（ぜんいん）に 聞（き）いたら、店（みせ）に 電話（でんわ）して、人数（にんずう）を 連絡（れんらく）しておいてくれる？ その店（みせ）、今日は 休（やす）みだから、明日（あした）以降（いこう）で いいよ。それから、メンバーが 決（き）まったら、僕（ぼく）にも メールで 教（おし）えて。   Ｆ：うん。ほかに 何（なに）かない？   Ｍ：歓迎会（かんげいかい）の 内容（ないよう）は 自分（じぶん）で やっておくよ。じゃ、よろしく。    女（おんな）の人（ひと）は このあと まず 何（なに）を しますか。  ,,,,,
4ばん,セミナーにもうしこむ,テストをうける,けいじばんを見る,さんかひをふりこむ,テストをうける,n3q4.mp3,,,,,,,,,４番   大学（だいがく）の 英語（えいご）セミナーの 説明会（せつめいかい）で 係（かか）りの人（ひと）が 話（はな）しています。   参加（さんか）したい 学生（がくせい）は まず 何（なに）を しなければなりませんか。    Ｍ：えー、夏休（なつやす）みの 上級英語（じょうきゅうえいご）セミナーについて 説明（せつめい）します。セミナーに 申（もう）し込（こ）みたい人（ひと）は、インターネットで テストを 受（う）けてください。テストの 点数（てんすう）によって、参加（さんか）できるかどうか 決（き）まりますから、必（かなら）ず 今週中（こんしゅうちゅう）に 受（う）けておいてください。結果（けっか）は 来週（らいしゅう）、学生課（がくせいか）の 前（まえ）の 掲示板（けいじばん）で 発表（はっぴょう）します。    参加（さんか）したい 学生（がくせい）は まず 何（なに）を しなければなりませんか。  ,,,,,
5ばん,ちょうさけっかを入力する,サンプルをしてんに送る,かいぎのじゅんびをする,大野さんに仕事をたのむ,ちょうさけっかを入力する,n3q5.mp3,,,,,,,,,５番   会社（かいしゃ）で 男（おとこ）の人（ひと）と 女（おんな）の人（ひと）が 話（はな）しています。   女（おんな）の人（ひと）は このあと まず 何（なに）を しますか。    Ｍ：佐藤（さとう）さん、アンケート調査（ちょうさ）の 結果（けっか）の 入力（にゅうりょく）を お願（ねが）いしたいんだけど。   Ｆ：あ、新製品（しんせいひん）の サンプルを 送（おく）る 準備（じゅんび）を しています。   Ｍ：それは 後（あと）でも 大丈夫（だいじょうぶ）。   Ｆ：分（わ）かりました。   Ｍ：じゃ、その 作業（さぎょう）は 大野（おおの）さんに 頼（たの）んでおくよ。   Ｆ：分（わ）かりました。じゃ、すぐ します。    女（おんな）の人（ひと）は このあと まず 何（なに）を しますか。,,,,,
6ばん,たいそう教室にもうしこむ,DVD を買う,びょういんに行く,スポーツクラブに行く,DVD を買う,n3q6.mp3,,,,,,,,,６番   会社（かいしゃ）で 男（おとこ）の人（ひと）と 女（おんな）の人（ひと）が 話（はな）しています。   男（おとこ）の人（ひと）は このあと まず 何（なに）を しますか。    Ｍ：最近（さいきん）、肩（かた）が 痛（いた）いんだけど、何（なに）か いい 方法（ほうほう）ない？   Ｆ：体操（たいそう）が いいよ。体操教室（たいそうきょうしつ）とか どう？   Ｍ：行（い）きたいんだけどね。   Ｆ：じゃあ、DVD 見（み）ながら やるのは？ インターネットで 手（て）に 入（はい）るよ。   Ｍ：うん、今日（きょう）にでも。   Ｆ：あと、スポーツクラブの 無料（むりょう）チケットも あげるね。   Ｍ：ありがとう。    男（おとこ）の人（ひと）は このあと まず 何（なに）を しますか。,,,,,
1ばん,気に入ったのがなかったから,今すぐ買うひつようが なくなったから,ねだんが高かったから,おっとといっしょに えらびたかったから,今すぐ買うひつようが なくなったから,n3q7.mp3,,,,,,,,,１番   うちで 夫（おっと）と 妻（つま）が 話（はな）しています。   妻（つま）は どうして 昨日（きのう） 新（あたら）しい 掃除機（そうじき）を 買（か）いませんでしたか。    Ｍ：昨日（きのう）、掃除機（そうじき）の 調子（ちょうし）が 悪（わる）いから、新（あたら）しいの 買（か）いに 行（い）くって 言（い）ってたけど、どうした？ 何（なん）か 広告（こうこく）見（み）て 気（き）に入（い）ったのが あったんだろ？   Ｆ：あのね、今（いま）まで 使（つか）ってた あの 掃除機（そうじき）、壊（こわ）れたと 思（おも）ってたんだけど、また 動（うご）くようになったの。   Ｍ：えっ。   Ｆ：あの 広告（こうこく）で 見（み）てた 掃除機（そうじき）、値段（ねだん）も そんなに 高（たか）くなかったし、もう それを 買（か）おうって 決（き）めてたんだけど。まだ 動（うご）くんだったら、買（か）わなくても いいと 思（おも）って、やめたんだ。   Ｍ：そっか。だけど すぐ 壊（こわ）れるんじゃない？ 僕（ぼく）、明日（あした）休（やす）みだし、一緒（いっしょ）に 買（か）いに 行（い）こうか。   Ｆ：いいよ。壊（こわ）れたら、そのときは 一緒（いっしょ）に 新（あたら）しいの 見（み）に 行（い）こう。    妻（つま）は どうして 昨日（きのう） 新（あたら）しい 掃除機（そうじき）を 買（か）いませんでしたか。 ,,,,,
2ばん,年をとってからの生活のため,家を買うため,海外旅行をするため,りゅうがくするため,りゅうがくするため,n3q8.mp3,,,,,,,,,２番   会社（かいしゃ）で 男（おとこ）の人（ひと）と 女（おんな）の人（ひと）が 話（はな）しています。   男（おとこ）の人（ひと）は 何（なん）のために 貯金（ちょきん）を 始（はじ）めましたか。    Ｍ：今朝（けさ）新聞（しんぶん）で 見（み）たんだけど、ある 調査（ちょうさ）によると、日本（にほん）では 70パーセント近（ちか）くの 人（ひと）が 毎月（まいつき）貯金（ちょきん）を してるんだって。   Ｆ：多（おお）いね。   Ｍ：年（とし）を 取（と）ってからの 生活（せいかつ）のためにっていうのが いちばん 多（おお）くて、家（いえ）とか 車（くるま）とか 高価（こうか）な 買（か）い物（もの）のためっていうのも 多（おお）かったよ。実（じつ）は 僕（ぼく）も 今年（ことし）から 貯金（ちょきん）を 始（はじ）めたんだ。   Ｆ：あ、確（たし）か 長（なが）い 休（やす）みを 取（と）って 海外旅行（かいがいりょこう）したいって 言（い）ってたね。   Ｍ：そうじゃなくて、大学院（だいがくいん）に 入（はい）って 学（まな）びたいと 思（おも）ってるんだ。海外（かいがい）でね。   Ｆ：そうなの？ じゃ、頑張（がんば）って 貯金（ちょきん）しないとね。    男（おとこ）の人（ひと）は 何（なん）のために 貯金（ちょきん）を 始（はじ）めましたか。,,,,,
3ばん,ペットをびょういんにつれて行くから,母がけがをしたから,アルバイトに行くから,クラブの話し合いがあるから,ペットをびょういんにつれて行くから,n3q9.mp3,,,,,,,,,３番   留守番電話（るすばんでんわ）の メッセージを 聞（き）いています。   女（おんな）の 学生（がくせい）は どうして 食事（しょくじ）に 行（い）けないと 言（い）っていますか。    Ｆ：田中（たなか）です。今日（きょう）の ランチの 約束（やくそく）なんだけど、ごめん。昨日（きのう）の 夜（よる）、うちの 猫（ねこ）が けがしてね、今日（きょう）母（はは）が 病院（びょういん）に 連（つ）れてく 予定（よてい）だったんだけど、急（きゅう）な 用事（ようじ）が できたから 私（わたし）に 行（い）ってくれって。    女（おんな）の 学生（がくせい）は どうして 食事（しょくじ）に 行（い）けないと 言（い）っていますか。  ,,,,,
4ばん,サラさんの友人に教えてもらう,テレビを見て自分で勉強する,インターネットでレッスンをうける,外国語の学校に通う,サラさんの友人に教えてもらう,n3q10.mp3,,,,,,,,,４番   会社（かいしゃ）で 男（おとこ）の人（ひと）と 外国人（がいこくじん）の 女（おんな）の人（ひと）が 話（はな）しています。   男（おとこ）の人（ひと）は これから どうやって 言葉（ことば）を 勉強（べんきょう）することに しましたか。    Ｍ：サラさん、今度（こんど） サラさんの 国（くに）に 2か月（げつ） 出張（しゅっちょう）することに なったんだ。少（すこ）し 言葉（ことば）を 習（なら）いたいんだけど。   Ｆ：友達（ともだち） 紹介（しょうかい）するよ。   Ｍ：よかった。テレビとかも 試（ため）したけど、よく 分（わ）からなくて。   Ｆ：その人（ひと）、日本語（にほんご）は あまり できないけど 教（おし）えた 経験（けいけん）あるよ。   Ｍ：じゃあ、その人（ひと）に 頼（たの）んでもらえる？   Ｆ：うん、分（わ）かった。    男（おとこ）の人（ひと）は これから どうやって 勉強（べんきょう）しますか。  ,,,,,
