question,option1,option2,option3,option4,answer,audioFileName,startTime,endTime,imageName,scriptKey,script_ko,script_en,script_zh_hans,script_zh_hant,script_ja,script_fr,script_id,script_es,script_th,script_vi
1ばん,1,2,3,4,3,n4q29.mp3,165,219,audioimage23,,,,,,大学で、女の先生と男の学生が話しています。男の学生は明日の研究会でどんな服を着ますか。 女：明日の研究会ですが、受付の仕事よろしく願いします。 男：はい。あのう、何を着て行きましょうか。 女：そうですね。スーツは持っていますか。 男：はい。じゃ、スーツを着て行きます。 女：あっ、でも、暑いですから、上着はいらないです。 男：はい。 女：ネクタイはしてきてください。 男：わかりました。 男の学生は明日の研究会でどんな服を着ますか。,,,,,
2ばん,"客様の宛先を書く",資料をコピーする,封筒に資料を入れる,資料を郵便局に持っていく,資料を郵便局に持っていく,n4q29.mp3,231,292,,,,,,,会社で男の人と女の人が話しています。男の人はこの後、最初に何をしますか。 男：忙しそうだね。てつだおうか。 女：あっ、お願いね。いま封筒にお客様の宛先を書いているところなんだけど。 男：じゃあ、僕もいっしょに書こうか。 女：ううん、これはもうすこしで終わるから、私がやる。うーん、じゃ、封筒に資料を入れてもらえない？ 男：うん。 女：資料はもうコピーして、机の上に置いてあるから。 男：わかった。 女：それから、あとで郵便局に持っていくのをてつだってくれる？ 男：うん、いいよ。 男の人はこの後最初に何をしますか。,,,,,
3ばん,水曜日の夕方,"木曜日の夕方",金曜日の夕方,土曜日の夕方,水曜日の夕方,n4q29.mp3,302,366,,,,,,,時計屋で、女の人と店の人が話しています。女の人はいつ時計を取りに来ますか。 女：すみません。この時計壊れてしまったんですが、直りますか。 男：ああ、これなら直りますよ。四五日掛かりますが。ええと、今週の土曜日にはできます。 女：土曜日ですか。あのう、金曜日に使いたいんですが。 男：じゃあ、木曜日でいいですか。 女：木曜日は取りに来られないんですが。 男：ううん、すこし値段が高くなりますけど、水曜日の夕方なら。 女：何時頃ですか。 男：ううん、五時頃ですね。 女：ああ、じゃ、それでお願いします。 女の人はいつ時計を取りに来ますか。,,,,,
4ばん,赤の帽子,黄色の帽子,青の帽子,緑の帽子,黄色の帽子,n4q29.mp3,376,446,,,,,,,体育館で、男の先生が話しています。その後、女の学生が質問します。この女の学生は何色の帽子を被りますか。 男：ええと、今日はバスケットボールをします。四つのグループになって練習します。第一グループの人は赤の帽子を被ってください。第二グループの人は黄色、第三の人は青、第四の人は緑の帽子です。 女：あのう、先生。私、どのグループかわからないんですけど。 男：ちょっと待ってください。ええと、第四ですよ。 女：わかりました。じゃ、緑ですね。 男：あっ、でも、今日は第二グループに休みの人が多いなあ。わるいけど、このグループに入ってもらえますか。 女：はい、わかりました。 この女の学生は何色の帽子を被りますか。,,,,,
5ばん,１時２５分,２時２５分,２時５５分,３時,２時５５分,n4q29.mp3,457,514,,,,,,,バスの中で、旅行会社の人が話しています。バスのお客さんは何時までにバスに戻らなければなりませんか。 女：みなさま、西山公園に着きました。いま、予定よりすこし遅れまして、1時25分です。ここでバスを降りて、1時間半ぐらい自由時間があります。西山公園はとても広い公園で、1200年前に建てられた寺や神社が残っています。ぜひ行ってみてください。3時には出発しますから、5分前までにかならずバスに戻ってください。 バスのお客さんは何時までにバスに戻らなければなりませんか。,,,,,
1ばん,ホテルの入口,ホテルの出口,駅の出口,駅前の喫茶店,駅前の喫茶店,n4q30.mp3,181,235,,,,,,,女の人と男の人が話しています。二人はどこで会いますか。女：来月のパーティーの知らせ、見た？男：うん、桜ホテルだね。一緒に行こうよ。女：いいよ、どこで会う？ホテルの入り口にする？男：僕は場所がよく分からないから、駅の出口でもいい？女：駅は人が多いから、駅前の喫茶店はどう？男：わかった。二人はどこで会いますか。,,,,,
2ばん,三年,四年,七年,九年,七年,n4q30.mp3,257,316,,,,,,,女の人がテニスクラブで自己紹介をしています。女の人はテニスを何年しましたか。女：はじめまして、今日こちらのテニスクラブに入りました木村です。テニスは高校で三年、それから大学で四年、毎日練習していました。その後、会社に入ってから、二年はぜんぜんしていなかったんですが、このクラブができたと聞いて、こちらに来ました。どうぞよろしくお願いします。女の人はテニスを何年しましたか。,,,,,
3ばん,朝は雨、昼からはいい天気,朝はいい天気、昼からは曇り,朝は雨、昼からは曇り,朝はいい天気、昼からは雨,朝はいい天気、昼からは曇り,n4q30.mp3,336,396,,,,,,,学校で先生が話しています。明日の天気はどうだと言っていますか。先生：ええ、明日は運動会です。今日は午前中ずっと雨でしたから、運動会ができるかどうか心配でしたね。でも、天気予報で明日の朝はいい天気だと言っていました。昼からは曇りますが、雨の心配はないそうです。じゃあ、皆さん一緒に運動会の準備を始めましょう。明日の天気はどうだと言っていますか。,,,,,
4ばん,バスで行く,電車で行く,自転車で行く,"
歩いて行く","
歩いて行く",n4q30.mp3,416,494,,,,,,,大学で男の人と女の人が話しています。男の人はどうやって映画館まで行きますか。男：いまから映画を見に行こうと思ってるんだ。女：どこ？新しい映画館？男：そう、行ったことある？女：うん、私は先週、大学からバスで行ったんだけど、道が込んでいて大変だった。男：じゃあ、駅まで少し歩くけど、電車に乗ったほうがいいかもしれないね。女：あっ、でも、映画館まで自転車で行っても10分ぐらいしかかからないと思うよ。男：そうか。けっこう近いんだね。でも、今日は自転車で来ていないから、あまり遠くないなら、歩いていくよ。女：今日は天気もいいからね。男の人はどうやって映画館まで行きますか。,,,,,
5ばん,明日アルバイトを休むから,日本語がよく分からないから,休むことを早く言わなかったから,資料をコピーしなかったから,休むことを早く言わなかったから,n4q30.mp3,514,588,,,,,,,会社でアルバイトの女の人と課長が話しています。課長はどうして女の人に注意しましたか。女：すみません、課長、明日アルバイトを休みたいんですが。男：ええ？明日？どうしたんですか？女：あのう、外国の友達から電話があって、明日日本に来るそうなんです。友達は日本語がよく分からないので。男：困りましたね。休むのはいいんですが、もっと早く言わなければだめですよ。女：はい、すみません。男：これからは気をつけてくださいね。じゃ、明日の会議の資料を急いでコピーしておいてください。課長はどうして女の人に注意しましたか。,,,,,
