question,option1,option2,option3,option4,answer,imageName,underline,explanation_ko,explanation_en,explanation_zh_hans,explanation_zh_hant,explanation_ja,explanation_fr,explanation_id,explanation_es,explanation_th,explanation_vi,passage_group,sub_question
__のことばはひらがなでどうかきますか。いちばんいいものをひとつえらんでください。\n先週デパートにかいものにいきました,せんしゅ,せんしゅう,ぜんしゅ,ぜんしゅう,せんしゅう,,先週,"‘先’는 ‘센’, ‘週’는 ‘슈우’라고 읽습니다. 합쳐서 선수(지난 주). ‘센슈’는 ‘슈우노우’가 빠져 있어 잘못된 표현입니다.","先' reads as せん and '週' as しゅう, making せんしゅう (last week). Do not shorten しゅう to しゅ.",「先」读せん，「週」读しゅう，合起来是せんしゅう（上周）。注意不要漏掉う。,「先」讀せん，「週」讀しゅう，合起來是せんしゅう（上週）。注意不要漏掉う。,「先」はせん、「週」はしゅうと読みます。せんしゅうが正解。せんしゅは誤りです。,「先」se lit せん et「週」se lit しゅう → せんしゅう (la semaine dernière). Ne raccourcissez pas しゅう en しゅ.,「先」dibaca せん dan「週」dibaca しゅう → せんしゅう (minggu lalu). Jangan singkat しゅう menjadi しゅ.,「先」se lee せん y「週」se lee しゅう → せんしゅう (la semana pasada). No acortes しゅう a しゅ.,「先」อ่านว่า せん และ「週」อ่านว่า しゅう → せんしゅう (สัปดาห์ที่แล้ว) อย่าลืม う ท้าย しゅう,「先」đọc là せん và「週」đọc là しゅう → せんしゅう (tuần trước). Đừng rút ngắn しゅう thành しゅ.,,
ごはんの後でさんぼします。,つぎ,うしろ,まえ,あと,あと,,後,후'는 '아토'(후에 =~ 뒤에) 혹은 '우시로'(장소)라고 읽습니다. 이 문장에서는 시간적인 ‘후’이므로 ‘아토’가 올바른 표현이다.,"後' can mean あと (after, time) or うしろ (behind, place). Here it means 'after a meal', so あと is correct.",「後」可读作あと（时间上的之后）或うしろ（位置上的后面）。此处表示饭后，选あと。,「後」可讀作あと（時間上的之後）或うしろ（位置上的後面）。此處表示飯後，選あと。,「後で」は時間の後を表します。あとが正解。うしろは場所の後ろを指します。,"後' signifie あと (après, sens temporel) ou うしろ (derrière, sens spatial). Ici, c'est après le repas → あと.","後' berarti あと (setelah, waktu) atau うしろ (di belakang, tempat). Di sini berarti setelah makan → あと.","後' significa あと (después, tiempo) o うしろ (detrás, lugar). Aquí significa después de comer → あと.",「後」แปลว่า あと (หลังจาก ด้านเวลา) หรือ うしろ (ด้านหลัง ด้านสถานที่) ที่นี่หมายถึงหลังอาหาร → あと,"後' có nghĩa là あと (sau, về thời gian) hoặc うしろ (phía sau, về vị trí). Ở đây là sau bữa ăn → あと.",,
もういちど言ってください,いって,きって,まって,たって,いって,,言って,"言う'의 형태는 '言って(いって)'이다. 切って = 切って(切る), 待って = 待まって(待つ)와 구분에 주의.","The て-form of 言う (to say) is 言って, read as いって. Don't confuse with 切って (きって, cut) or 待って (まって, wait).",「言う」的て形是「言って」，读作いって。注意与「切って」（きって）和「待って」（まって）区别。,「言う」的て形是「言って」，讀作いって。注意與「切って」（きって）和「待って」（まって）區別。,「言う」のて形は「言って」でいってと読みます。きって（切る）・まって（待つ）と混同しないよう注意。,"La forme en て de 言う (dire) est 言って, prononcé いって. Ne pas confondre avec 切って (きって) ou 待って (まって).","Bentuk て dari 言う (berkata) adalah 言って, dibaca いって. Jangan bingung dengan 切って (きって) atau 待って (まって).","La forma て de 言う (decir) es 言って, pronunciado いって. No confundir con 切って (きって) o 待って (まって).",รูปて ของ言う (พูด) คือ言って อ่านว่า いって อย่าสับสนกับ切って (きって) หรือ待って (まって),"Dạng て của 言う (nói) là 言って, đọc là いって. Đừng nhầm với 切って (きって) hoặc 待って (まって).",,
ちかくに山があります。,かわ,やま,いけ,うみ,やま,,山,"‘산’은 ‘야마’라고 읽습니다. 강 = 카와, 연못 = 이케, 바다 = 우미. 산 = 야마가 정답.","山' reads as やま (mountain). 川=かわ (river), 池=いけ (pond), 海=うみ (sea). The answer is やま.",「山」读作やま（山）。川=かわ（河），池=いけ（池塘），海=うみ（海）。选やま。,「山」讀作やま（山）。川=かわ（河），池=いけ（池塘），海=うみ（海）。選やま。,「山」はやまと読みます。川（かわ）・池（いけ）・海（うみ）と一緒に覚えましょう。,"山' se lit やま (montagne). 川=かわ (rivière), 池=いけ (étang), 海=うみ (mer). La réponse est やま.","山' dibaca やま (gunung). 川=かわ (sungai), 池=いけ (kolam), 海=うみ (laut). Jawabannya adalah やま.","山' se lee やま (montaña). 川=かわ (río), 池=いけ (estanque), 海=うみ (mar). La respuesta es やま.","「山」อ่านว่า やま (ภูเขา) 川=かわ (แม่น้ำ), 池=いけ (บึง), 海=うみ (ทะเล) คำตอบคือ やま","山' đọc là やま (núi). 川=かわ (sông), 池=いけ (ao), 海=うみ (biển). Đáp án là やま.",,
このホテルはへやが多いです。,すくない,おおい,せまい,ひろい,おおい,,多い,"‘多い’는 ‘오오이(수량이 많다)’라고 읽습니다. '적다'='스쿠나이', '좁다'='세마이', '넓다'='히로이'와 구분에 주의.","多い' reads as おおい (many/much). 少ない=すくない (few), 狭い=せまい (narrow), 広い=ひろい (wide). Answer: おおい.",「多い」读作おおい（多）。少ない=すくない，狭い=せまい，広い=ひろい。选おおい。,「多い」讀作おおい（多）。少ない=すくない，狭い=せまい，広い=ひろい。選おおい。,「多い」はおおいと読みます。「少ない（すくない）」は反対語です。,"多い' se lit おおい (beaucoup). 少ない=すくない (peu), 狭い=せまい (étroit), 広い=ひろい (large). Réponse: おおい.","多い' dibaca おおい (banyak). 少ない=すくない (sedikit), 狭い=せまい (sempit), 広い=ひろい (luas). Jawaban: おおい.","多い' se lee おおい (muchos). 少ない=すくない (pocos), 狭い=せまい (estrecho), 広い=ひろい (amplio). Respuesta: おおい.","「多い」อ่านว่า おおい (มาก) 少ない=すくない (น้อย), 狭い=せまい (แคบ), 広い=ひろい (กว้าง) คำตอบ: おおい","多い' đọc là おおい (nhiều). 少ない=すくない (ít), 狭い=せまい (hẹp), 広い=ひろい (rộng). Đáp án: おおい.",,
ともだちといっしょに学校にいきます,がこう,がこお,がっこう,がっこお,がっこう,,学校,‘학교’는 ‘갓코우’라고 읽습니다. ‘っ’(촉음)가 들어가는 것에 주의. ‘가코우’와 ‘가코오’는 잘못된 표기입니다.,学校' reads as がっこう (school). Note the small っ (double consonant). がこう and がっこお are incorrect.,「学校」读作がっこう（学校）。注意促音「っ」。「がこう」和「がっこお」是错误的。,「学校」讀作がっこう（學校）。注意促音「っ」。「がこう」和「がっこお」是錯誤的。,「学校」はがっこうと読みます。促音「っ」を忘れずに。がこうは誤りです。,学校' se lit がっこう (école). Notez le っ (consonne doublée). がこう et がっこお sont incorrects.,学校' dibaca がっこう (sekolah). Perhatikan っ kecil (konsonan ganda). がこう dan がっこお salah.,学校' se lee がっこう (escuela). Nota el っ pequeño (consonante doble). がこう y がっこお son incorrectos.,「学校」อ่านว่า がっこう (โรงเรียน) สังเกต っ ตัวเล็ก (พยัญชนะซ้ำ) がこう และ がっこお ผิด,学校' đọc là がっこう (trường học). Chú ý chữ っ nhỏ (phụ âm đôi). がこう và がっこお là sai.,,
えんぴつが六本あります,ろくぼん,ろくぽん,ろっぽん,ろくほん,ろっぽん,,六本,가늘고 긴 물건을 셀 때는 ‘본(ほん/ぽん/ぼん)’이라고 한다. ‘육본’은 ‘로뽕’(촉음화+반탁음화)이다. ‘육본’은 잘못된 표기다.,Long thin objects use 本 as counter. 六 + 本 = ろっぽん (six items). The く becomes っ and ほ becomes ぽ due to sound change.,细长物体的量词用「本」，六本读作ろっぽん（促音化和半浊音化）。ろくほん是错误的。,細長物體的量詞用「本」，六本讀作ろっぽん（促音化和半濁音化）。ろくほん是錯誤的。,細長いものを数える「本」。六本はろっぽんと読みます。促音（っ）と半濁音化（ほ→ぽ）に注意。,Le compteur 本 pour les objets longs. 六本 se prononce ろっぽん (6 crayons). Changement phonétique: く→っ et ほ→ぽ.,Penggunaan 本 untuk menghitung benda panjang. 六本 dibaca ろっぽん (6 buah). Perubahan bunyi: く→っ dan ほ→ぽ.,El contador 本 para objetos largos. 六本 se pronuncia ろっぽん (6 lápices). Cambio fonético: く→っ y ほ→ぽ.,ใช้ 本 นับสิ่งของยาว 六本 อ่านว่า ろっぽん (6 อัน) การเปลี่ยนเสียง: く→っ และ ほ→ぽ,Dùng 本 để đếm vật dài. 六本 đọc là ろっぽん (6 cái). Biến đổi âm: く→っ và ほ→ぽ.,,
この新聞はいくらですか。,しんむん,しんぶん,しむん,しぶん,しんぶん,,新聞,"‘신문’은 ‘신분’이라고 읽습니다. '신' = 신(しん), '문' = 문(ぶん). ‘신문’과 ‘시문’은 잘못된 표현입니다.","新聞' reads as しんぶん (newspaper). 新=しん, 聞=ぶん. しんむん and しむん are incorrect.",「新聞」读作しんぶん（报纸）。新=しん，聞=ぶん。しんむん和しむん是错误的。,「新聞」讀作しんぶん（報紙）。新=しん，聞=ぶん。しんむん和しむん是錯誤的。,「新聞」はしんぶんと読みます。「む」ではなく「ぶ」です。,"新聞' se lit しんぶん (journal). 新=しん, 聞=ぶん. しんむん et しむん sont incorrects.","新聞' dibaca しんぶん (surat kabar). 新=しん, 聞=ぶん. しんむん dan しむん salah.","新聞' se lee しんぶん (periódico). 新=しん, 聞=ぶん. しんむん y しむん son incorrectos.","「新聞」อ่านว่า しんぶん (หนังสือพิมพ์) 新=しん, 聞=ぶん しんむん และ しむん ผิด","新聞' đọc là しんぶん (báo). 新=しん, 聞=ぶん. しんむん và しむん là sai.",,
このカメラは安いです。,たかい,やすい,おもい,かるい,やすい,,安い,"‘安い’는 ‘やすい’(가격이 저렴함)라고 읽습니다. 높다 = 타카이, 무겁다 = 오모이, 가볍다 = 카루이.","安い' reads as やすい (cheap/inexpensive). 高い=たかい (expensive), 重い=おもい (heavy), 軽い=かるい (light).",「安い」读作やすい（便宜）。高い=たかい（贵），重い=おもい（重），軽い=かるい（轻）。,「安い」讀作やすい（便宜）。高い=たかい（貴），重い=おもい（重），軽い=かるい（輕）。,「安い」はやすいと読みます。「高い（たかい）」が反対語です。,"安い' se lit やすい (bon marché). 高い=たかい (cher), 重い=おもい (lourd), 軽い=かるい (léger).","安い' dibaca やすい (murah). 高い=たかい (mahal), 重い=おもい (berat), 軽い=かるい (ringan).","安い' se lee やすい (barato). 高い=たかい (caro), 重い=おもい (pesado), 軽い=かるい (ligero).","「安い」อ่านว่า やすい (ราคาถูก) 高い=たかい (แพง), 重い=おもい (หนัก), 軽い=かるい (เบา)","安い' đọc là やすい (rẻ). 高い=たかい (đắt), 重い=おもい (nặng), 軽い=かるい (nhẹ).",,
かさは外にあります。,いえ,なか,そと,にわ,そと,,外,"‘외’는 ‘소토’(외부)라고 읽습니다. 집 = 이에, 중 = 나카, 정원 = 니와. 문장의 '외에 있습니다'에서 '소토'가 정답.","外' reads as そと (outside). 家=いえ (house), 中=なか (inside), 庭=にわ (garden). The answer is そと.",「外」读作そと（外面）。家=いえ，中=なか，庭=にわ。伞在外面→选そと。,「外」讀作そと（外面）。家=いえ，中=なか，庭=にわ。傘在外面→選そと。,「外」はそとと読みます。中（なか）の反対語です。,"外' se lit そと (dehors). 家=いえ (maison), 中=なか (intérieur), 庭=にわ (jardin). Réponse: そと.","外' dibaca そと (luar). 家=いえ (rumah), 中=なか (dalam), 庭=にわ (taman). Jawaban: そと.","外' se lee そと (afuera). 家=いえ (casa), 中=なか (dentro), 庭=にわ (jardín). Respuesta: そと.","「外」อ่านว่า そと (ข้างนอก) 家=いえ (บ้าน), 中=なか (ข้างใน), 庭=にわ (สวน) คำตอบ: そと","外' đọc là そと (bên ngoài). 家=いえ (nhà), 中=なか (bên trong), 庭=にわ (sân vườn). Đáp án: そと.",,
